Country,Date,TotalCases,TotalDeaths
Armenia,2020-02-26,0,0
Armenia,2020-02-27,0,0
Armenia,2020-02-28,0,0
Armenia,2020-02-29,0,0
Armenia,2020-03-01,1,0
Armenia,2020-03-02,1,0
Armenia,2020-03-03,1,0
Armenia,2020-03-04,1,0
Armenia,2020-03-05,1,0
Armenia,2020-03-06,1,0
Armenia,2020-03-07,1,0
Armenia,2020-03-08,1,0
Armenia,2020-03-09,1,0
Armenia,2020-03-10,1,0
Armenia,2020-03-11,1,0
Armenia,2020-03-12,6,0
Armenia,2020-03-13,8,0
Armenia,2020-03-14,20,0
Armenia,2020-03-15,28,0
Armenia,2020-03-16,52,0
Armenia,2020-03-17,78,0
Armenia,2020-03-18,110,0
Armenia,2020-03-19,122,0
Armenia,2020-03-20,136,0
Armenia,2020-03-21,160,0
Armenia,2020-03-22,194,0
Armenia,2020-03-23,235,0
Armenia,2020-03-24,249,0
Armenia,2020-03-25,265,0
Armenia,2020-03-26,290,1
Armenia,2020-03-27,329,1
Armenia,2020-03-28,407,1
Armenia,2020-03-29,424,3
Armenia,2020-03-30,482,3
Armenia,2020-03-31,532,3
Armenia,2020-04-01,571,4
Armenia,2020-04-02,663,7
Armenia,2020-04-03,736,7
Armenia,2020-04-04,770,7
Armenia,2020-04-05,822,7
Armenia,2020-04-06,833,8
Armenia,2020-04-07,853,8
Armenia,2020-04-08,881,9
Armenia,2020-04-09,921,10
Armenia,2020-04-10,937,12
Armenia,2020-04-11,967,13
Armenia,2020-04-12,1013,13
Armenia,2020-04-13,1039,14
Armenia,2020-04-14,1067,16
Armenia,2020-04-15,1111,17
Australia,2020-02-15,15,0
Australia,2020-02-16,15,0
Australia,2020-02-17,15,0
Australia,2020-02-18,15,0
Australia,2020-02-19,15,0
Australia,2020-02-20,17,0
Australia,2020-02-21,19,0
Australia,2020-02-22,21,0
Australia,2020-02-23,22,0
Australia,2020-02-24,22,0
Australia,2020-02-25,22,0
Australia,2020-02-26,23,0
Australia,2020-02-27,23,0
Australia,2020-02-28,25,0
Australia,2020-02-29,25,0
Australia,2020-03-01,29,1
Australia,2020-03-02,33,1
Australia,2020-03-03,39,1
Australia,2020-03-04,53,2
Australia,2020-03-05,60,2
Australia,2020-03-06,63,2
Australia,2020-03-07,74,3
Australia,2020-03-08,83,3
Australia,2020-03-09,93,3
Australia,2020-03-10,116,3
Australia,2020-03-11,128,3
Australia,2020-03-12,156,3
Australia,2020-03-13,199,3
Australia,2020-03-14,248,3
Australia,2020-03-15,300,5
Australia,2020-03-16,401,5
Australia,2020-03-17,455,5
Australia,2020-03-18,596,6
Australia,2020-03-19,756,7
Australia,2020-03-20,928,7
Australia,2020-03-21,1072,7
Australia,2020-03-22,1609,7
Australia,2020-03-23,1887,7
Australia,2020-03-24,2317,8
Australia,2020-03-25,2676,11
Australia,2020-03-26,3050,13
Australia,2020-03-27,3378,13
Australia,2020-03-28,3635,14
Australia,2020-03-29,4163,17
Australia,2020-03-30,4460,19
Australia,2020-03-31,4763,20
Australia,2020-04-01,5048,23
Australia,2020-04-02,5314,25
Australia,2020-04-03,5454,28
Australia,2020-04-04,5550,30
Australia,2020-04-05,5750,37
Australia,2020-04-06,5895,45
Australia,2020-04-07,5988,49
Australia,2020-04-08,6052,50
Australia,2020-04-09,6152,51
Australia,2020-04-10,6238,54
Australia,2020-04-11,6303,56
Australia,2020-04-12,6313,59
Australia,2020-04-13,6359,61
Australia,2020-04-14,6400,61
Australia,2020-04-15,6447,63
Austria,2020-02-15,0,0
Austria,2020-02-16,0,0
Austria,2020-02-17,0,0
Austria,2020-02-18,0,0
Austria,2020-02-19,0,0
Austria,2020-02-20,0,0
Austria,2020-02-21,0,0
Austria,2020-02-22,0,0
Austria,2020-02-23,0,0
Austria,2020-02-24,0,0
Austria,2020-02-25,2,0
Austria,2020-02-26,2,0
Austria,2020-02-27,5,0
Austria,2020-02-28,7,0
Austria,2020-02-29,10,0
Austria,2020-03-01,14,0
Austria,2020-03-02,18,0
Austria,2020-03-03,24,0
Austria,2020-03-04,29,0
Austria,2020-03-05,43,0
Austria,2020-03-06,66,0
Austria,2020-03-07,81,0
Austria,2020-03-08,104,0
Austria,2020-03-09,131,0
Austria,2020-03-10,182,0
Austria,2020-03-11,246,0
Austria,2020-03-12,361,1
Austria,2020-03-13,504,1
Austria,2020-03-14,655,1
Austria,2020-03-15,860,1
Austria,2020-03-16,1018,3
Austria,2020-03-17,1332,4
Austria,2020-03-18,1646,4
Austria,2020-03-19,2179,6
Austria,2020-03-20,2649,6
Austria,2020-03-21,2992,8
Austria,2020-03-22,3582,16
Austria,2020-03-23,4474,21
Austria,2020-03-24,5283,28
Austria,2020-03-25,5588,31
Austria,2020-03-26,6909,49
Austria,2020-03-27,7697,58
Austria,2020-03-28,8271,68
Austria,2020-03-29,8788,86
Austria,2020-03-30,9618,108
Austria,2020-03-31,10180,128
Austria,2020-04-01,10711,146
Austria,2020-04-02,11524,158
Austria,2020-04-03,11129,168
Austria,2020-04-04,11781,186
Austria,2020-04-05,12051,204
Austria,2020-04-06,12297,220
Austria,2020-04-07,12639,243
Austria,2020-04-08,12941,273
Austria,2020-04-09,13244,295
Austria,2020-04-10,13560,319
Austria,2020-04-11,13806,337
Austria,2020-04-12,13945,350
Austria,2020-04-13,14041,368
Austria,2020-04-14,14226,384
Austria,2020-04-15,14350,393
Azerbaijan,2020-02-15,0,0
Azerbaijan,2020-02-16,0,0
Azerbaijan,2020-02-17,0,0
Azerbaijan,2020-02-18,0,0
Azerbaijan,2020-02-19,0,0
Azerbaijan,2020-02-20,0,0
Azerbaijan,2020-02-21,0,0
Azerbaijan,2020-02-22,0,0
Azerbaijan,2020-02-23,0,0
Azerbaijan,2020-02-24,0,0
Azerbaijan,2020-02-25,0,0
Azerbaijan,2020-02-26,0,0
Azerbaijan,2020-02-27,0,0
Azerbaijan,2020-02-28,1,0
Azerbaijan,2020-02-29,3,0
Azerbaijan,2020-03-01,3,0
Azerbaijan,2020-03-02,3,0
Azerbaijan,2020-03-03,3,0
Azerbaijan,2020-03-04,3,0
Azerbaijan,2020-03-05,6,0
Azerbaijan,2020-03-06,9,0
Azerbaijan,2020-03-07,9,0
Azerbaijan,2020-03-08,9,0
Azerbaijan,2020-03-09,9,0
Azerbaijan,2020-03-10,11,0
Azerbaijan,2020-03-11,11,0
Azerbaijan,2020-03-12,15,1
Azerbaijan,2020-03-13,15,1
Azerbaijan,2020-03-14,19,1
Azerbaijan,2020-03-15,23,1
Azerbaijan,2020-03-16,25,1
Azerbaijan,2020-03-17,34,1
Azerbaijan,2020-03-18,34,1
Azerbaijan,2020-03-19,44,1
Azerbaijan,2020-03-20,44,1
Azerbaijan,2020-03-21,53,1
Azerbaijan,2020-03-22,65,1
Azerbaijan,2020-03-23,72,1
Azerbaijan,2020-03-24,87,1
Azerbaijan,2020-03-25,93,2
Azerbaijan,2020-03-26,122,3
Azerbaijan,2020-03-27,165,3
Azerbaijan,2020-03-28,182,4
Azerbaijan,2020-03-29,209,4
Azerbaijan,2020-03-30,273,4
Azerbaijan,2020-03-31,298,5
Azerbaijan,2020-04-01,359,5
Azerbaijan,2020-04-02,400,5
Azerbaijan,2020-04-03,443,5
Azerbaijan,2020-04-04,521,5
Azerbaijan,2020-04-05,584,7
Azerbaijan,2020-04-06,641,7
Azerbaijan,2020-04-07,717,8
Azerbaijan,2020-04-08,822,8
Azerbaijan,2020-04-09,926,9
Azerbaijan,2020-04-10,991,10
Azerbaijan,2020-04-11,1058,11
Azerbaijan,2020-04-12,1098,11
Azerbaijan,2020-04-13,1148,12
Azerbaijan,2020-04-14,1197,13
Azerbaijan,2020-04-15,1253,13
Bahrain,2020-02-15,0,0
Bahrain,2020-02-16,0,0
Bahrain,2020-02-17,0,0
Bahrain,2020-02-18,0,0
Bahrain,2020-02-19,0,0
Bahrain,2020-02-20,0,0
Bahrain,2020-02-21,0,0
Bahrain,2020-02-22,0,0
Bahrain,2020-02-23,0,0
Bahrain,2020-02-24,2,0
Bahrain,2020-02-25,23,0
Bahrain,2020-02-26,33,0
Bahrain,2020-02-27,33,0
Bahrain,2020-02-28,38,0
Bahrain,2020-02-29,41,0
Bahrain,2020-03-01,47,0
Bahrain,2020-03-02,49,0
Bahrain,2020-03-03,49,0
Bahrain,2020-03-04,52,0
Bahrain,2020-03-05,55,0
Bahrain,2020-03-06,60,0
Bahrain,2020-03-07,85,0
Bahrain,2020-03-08,85,0
Bahrain,2020-03-09,109,0
Bahrain,2020-03-10,110,0
Bahrain,2020-03-11,195,0
Bahrain,2020-03-12,197,0
Bahrain,2020-03-13,210,0
Bahrain,2020-03-14,212,0
Bahrain,2020-03-15,214,0
Bahrain,2020-03-16,228,1
Bahrain,2020-03-17,241,1
Bahrain,2020-03-18,256,1
Bahrain,2020-03-19,279,1
Bahrain,2020-03-20,298,1
Bahrain,2020-03-21,310,1
Bahrain,2020-03-22,334,2
Bahrain,2020-03-23,377,2
Bahrain,2020-03-24,392,3
Bahrain,2020-03-25,419,4
Bahrain,2020-03-26,458,4
Bahrain,2020-03-27,466,4
Bahrain,2020-03-28,476,4
Bahrain,2020-03-29,499,4
Bahrain,2020-03-30,515,4
Bahrain,2020-03-31,567,4
Bahrain,2020-04-01,569,4
Bahrain,2020-04-02,643,4
Bahrain,2020-04-03,672,4
Bahrain,2020-04-04,688,4
Bahrain,2020-04-05,700,4
Bahrain,2020-04-06,756,4
Bahrain,2020-04-07,811,5
Bahrain,2020-04-08,823,5
Bahrain,2020-04-09,887,5
Bahrain,2020-04-10,925,6
Bahrain,2020-04-11,1040,6
Bahrain,2020-04-12,1136,6
Bahrain,2020-04-13,1361,6
Bahrain,2020-04-14,1528,7
Bahrain,2020-04-15,1671,7
Bangladesh,2020-02-15,0,0
Bangladesh,2020-02-16,0,0
Bangladesh,2020-02-17,0,0
Bangladesh,2020-02-18,0,0
Bangladesh,2020-02-19,0,0
Bangladesh,2020-02-20,0,0
Bangladesh,2020-02-21,0,0
Bangladesh,2020-02-22,0,0
Bangladesh,2020-02-23,0,0
Bangladesh,2020-02-24,0,0
Bangladesh,2020-02-25,0,0
Bangladesh,2020-02-26,0,0
Bangladesh,2020-02-27,0,0
Bangladesh,2020-02-28,0,0
Bangladesh,2020-02-29,0,0
Bangladesh,2020-03-01,0,0
Bangladesh,2020-03-02,0,0
Bangladesh,2020-03-03,0,0
Bangladesh,2020-03-04,0,0
Bangladesh,2020-03-05,0,0
Bangladesh,2020-03-06,0,0
Bangladesh,2020-03-07,0,0
Bangladesh,2020-03-08,3,0
Bangladesh,2020-03-09,3,0
Bangladesh,2020-03-10,3,0
Bangladesh,2020-03-11,3,0
Bangladesh,2020-03-12,3,0
Bangladesh,2020-03-13,3,0
Bangladesh,2020-03-14,5,0
Bangladesh,2020-03-15,5,0
Bangladesh,2020-03-16,8,0
Bangladesh,2020-03-17,10,0
Bangladesh,2020-03-18,14,1
Bangladesh,2020-03-19,18,1
Bangladesh,2020-03-20,20,1
Bangladesh,2020-03-21,24,2
Bangladesh,2020-03-22,27,2
Bangladesh,2020-03-23,33,3
Bangladesh,2020-03-24,39,4
Bangladesh,2020-03-25,39,5
Bangladesh,2020-03-26,44,5
Bangladesh,2020-03-27,48,5
Bangladesh,2020-03-28,48,5
Bangladesh,2020-03-29,48,5
Bangladesh,2020-03-30,49,5
Bangladesh,2020-03-31,51,5
Bangladesh,2020-04-01,54,6
Bangladesh,2020-04-02,56,6
Bangladesh,2020-04-03,61,6
Bangladesh,2020-04-04,70,8
Bangladesh,2020-04-05,88,9
Bangladesh,2020-04-06,123,12
Bangladesh,2020-04-07,164,17
Bangladesh,2020-04-08,218,20
Bangladesh,2020-04-09,330,21
Bangladesh,2020-04-10,424,27
Bangladesh,2020-04-11,482,30
Bangladesh,2020-04-12,621,34
Bangladesh,2020-04-13,803,39
Bangladesh,2020-04-14,1012,46
Bangladesh,2020-04-15,1231,50
Belarus,2020-02-15,0,0
Belarus,2020-02-16,0,0
Belarus,2020-02-17,0,0
Belarus,2020-02-18,0,0
Belarus,2020-02-19,0,0
Belarus,2020-02-20,0,0
Belarus,2020-02-21,0,0
Belarus,2020-02-22,0,0
Belarus,2020-02-23,0,0
Belarus,2020-02-24,0,0
Belarus,2020-02-25,0,0
Belarus,2020-02-26,0,0
Belarus,2020-02-27,0,0
Belarus,2020-02-28,1,0
Belarus,2020-02-29,1,0
Belarus,2020-03-01,1,0
Belarus,2020-03-02,1,0
Belarus,2020-03-03,4,0
Belarus,2020-03-04,6,0
Belarus,2020-03-05,6,0
Belarus,2020-03-06,6,0
Belarus,2020-03-07,6,0
Belarus,2020-03-08,6,0
Belarus,2020-03-09,6,0
Belarus,2020-03-10,9,0
Belarus,2020-03-11,9,0
Belarus,2020-03-12,21,0
Belarus,2020-03-13,27,0
Belarus,2020-03-14,27,0
Belarus,2020-03-15,27,0
Belarus,2020-03-16,36,0
Belarus,2020-03-17,36,0
Belarus,2020-03-18,51,0
Belarus,2020-03-19,51,0
Belarus,2020-03-20,69,0
Belarus,2020-03-21,76,0
Belarus,2020-03-22,76,0
Belarus,2020-03-23,81,0
Belarus,2020-03-24,81,0
Belarus,2020-03-25,86,0
Belarus,2020-03-26,86,0
Belarus,2020-03-27,94,0
Belarus,2020-03-28,94,0
Belarus,2020-03-29,94,0
Belarus,2020-03-30,152,0
Belarus,2020-03-31,152,1
Belarus,2020-04-01,163,2
Belarus,2020-04-02,304,4
Belarus,2020-04-03,351,4
Belarus,2020-04-04,440,5
Belarus,2020-04-05,562,8
Belarus,2020-04-06,700,13
Belarus,2020-04-07,861,13
Belarus,2020-04-08,1066,13
Belarus,2020-04-09,1486,16
Belarus,2020-04-10,1981,19
Belarus,2020-04-11,2226,23
Belarus,2020-04-12,2578,26
Belarus,2020-04-13,2919,29
Belarus,2020-04-14,3281,33
Belarus,2020-04-15,3728,36
Belgium,2020-02-15,1,0
Belgium,2020-02-16,1,0
Belgium,2020-02-17,1,0
Belgium,2020-02-18,1,0
Belgium,2020-02-19,1,0
Belgium,2020-02-20,1,0
Belgium,2020-02-21,1,0
Belgium,2020-02-22,1,0
Belgium,2020-02-23,1,0
Belgium,2020-02-24,1,0
Belgium,2020-02-25,1,0
Belgium,2020-02-26,1,0
Belgium,2020-02-27,1,0
Belgium,2020-02-28,1,0
Belgium,2020-02-29,1,0
Belgium,2020-03-01,2,0
Belgium,2020-03-02,8,0
Belgium,2020-03-03,15,0
Belgium,2020-03-04,23,0
Belgium,2020-03-05,50,0
Belgium,2020-03-06,109,0
Belgium,2020-03-07,169,0
Belgium,2020-03-08,200,0
Belgium,2020-03-09,239,0
Belgium,2020-03-10,267,0
Belgium,2020-03-11,314,3
Belgium,2020-03-12,399,3
Belgium,2020-03-13,559,3
Belgium,2020-03-14,689,4
Belgium,2020-03-15,886,4
Belgium,2020-03-16,1058,10
Belgium,2020-03-17,1243,10
Belgium,2020-03-18,1486,14
Belgium,2020-03-19,1795,21
Belgium,2020-03-20,2257,37
Belgium,2020-03-21,2815,67
Belgium,2020-03-22,3401,75
Belgium,2020-03-23,3743,88
Belgium,2020-03-24,4269,122
Belgium,2020-03-25,4937,178
Belgium,2020-03-26,6235,220
Belgium,2020-03-27,7284,289
Belgium,2020-03-28,9134,353
Belgium,2020-03-29,10836,431
Belgium,2020-03-30,11899,513
Belgium,2020-03-31,12775,705
Belgium,2020-04-01,13964,828
Belgium,2020-04-02,15348,1011
Belgium,2020-04-03,16770,1143
Belgium,2020-04-04,18431,1283
Belgium,2020-04-05,19691,1447
Belgium,2020-04-06,20814,1632
Belgium,2020-04-07,22194,2035
Belgium,2020-04-08,23403,2240
Belgium,2020-04-09,24983,2523
Belgium,2020-04-10,26667,3019
Belgium,2020-04-11,28018,3346
Belgium,2020-04-12,29647,3600
Belgium,2020-04-13,30589,3903
Belgium,2020-04-14,31119,4157
Belgium,2020-04-15,33573,4440
Bosnia and herzegovina,2020-02-15,0,0
Bosnia and herzegovina,2020-02-16,0,0
Bosnia and herzegovina,2020-02-17,0,0
Bosnia and herzegovina,2020-02-18,0,0
Bosnia and herzegovina,2020-02-19,0,0
Bosnia and herzegovina,2020-02-20,0,0
Bosnia and herzegovina,2020-02-21,0,0
Bosnia and herzegovina,2020-02-22,0,0
Bosnia and herzegovina,2020-02-23,0,0
Bosnia and herzegovina,2020-02-24,0,0
Bosnia and herzegovina,2020-02-25,0,0
Bosnia and herzegovina,2020-02-26,0,0
Bosnia and herzegovina,2020-02-27,0,0
Bosnia and herzegovina,2020-02-28,0,0
Bosnia and herzegovina,2020-02-29,0,0
Bosnia and herzegovina,2020-03-01,0,0
Bosnia and herzegovina,2020-03-02,0,0
Bosnia and herzegovina,2020-03-03,0,0
Bosnia and herzegovina,2020-03-04,0,0
Bosnia and herzegovina,2020-03-05,2,0
Bosnia and herzegovina,2020-03-06,3,0
Bosnia and herzegovina,2020-03-07,3,0
Bosnia and herzegovina,2020-03-08,3,0
Bosnia and herzegovina,2020-03-09,5,0
Bosnia and herzegovina,2020-03-10,7,0
Bosnia and herzegovina,2020-03-11,7,0
Bosnia and herzegovina,2020-03-12,11,0
Bosnia and herzegovina,2020-03-13,18,0
Bosnia and herzegovina,2020-03-14,21,0
Bosnia and herzegovina,2020-03-15,24,0
Bosnia and herzegovina,2020-03-16,25,0
Bosnia and herzegovina,2020-03-17,34,0
Bosnia and herzegovina,2020-03-18,39,0
Bosnia and herzegovina,2020-03-19,64,0
Bosnia and herzegovina,2020-03-20,89,0
Bosnia and herzegovina,2020-03-21,93,1
Bosnia and herzegovina,2020-03-22,126,1
Bosnia and herzegovina,2020-03-23,136,1
Bosnia and herzegovina,2020-03-24,168,3
Bosnia and herzegovina,2020-03-25,176,3
Bosnia and herzegovina,2020-03-26,191,3
Bosnia and herzegovina,2020-03-27,237,4
Bosnia and herzegovina,2020-03-28,278,6
Bosnia and herzegovina,2020-03-29,323,6
Bosnia and herzegovina,2020-03-30,368,10
Bosnia and herzegovina,2020-03-31,420,13
Bosnia and herzegovina,2020-04-01,459,13
Bosnia and herzegovina,2020-04-02,533,16
Bosnia and herzegovina,2020-04-03,579,17
Bosnia and herzegovina,2020-04-04,624,21
Bosnia and herzegovina,2020-04-05,654,23
Bosnia and herzegovina,2020-04-06,674,29
Bosnia and herzegovina,2020-04-07,764,33
Bosnia and herzegovina,2020-04-08,804,34
Bosnia and herzegovina,2020-04-09,858,35
Bosnia and herzegovina,2020-04-10,901,36
Bosnia and herzegovina,2020-04-11,946,37
Bosnia and herzegovina,2020-04-12,1009,39
Bosnia and herzegovina,2020-04-13,1037,39
Bosnia and herzegovina,2020-04-14,1083,40
Bosnia and herzegovina,2020-04-15,1110,41
Brazil,2020-02-15,0,0
Brazil,2020-02-16,0,0
Brazil,2020-02-17,0,0
Brazil,2020-02-18,0,0
Brazil,2020-02-19,0,0
Brazil,2020-02-20,0,0
Brazil,2020-02-21,0,0
Brazil,2020-02-22,0,0
Brazil,2020-02-23,0,0
Brazil,2020-02-24,0,0
Brazil,2020-02-25,1,0
Brazil,2020-02-26,1,0
Brazil,2020-02-27,1,0
Brazil,2020-02-28,1,0
Brazil,2020-02-29,2,0
Brazil,2020-03-01,2,0
Brazil,2020-03-02,2,0
Brazil,2020-03-03,2,0
Brazil,2020-03-04,3,0
Brazil,2020-03-05,8,0
Brazil,2020-03-06,13,0
Brazil,2020-03-07,19,0
Brazil,2020-03-08,25,0
Brazil,2020-03-09,25,0
Brazil,2020-03-10,34,0
Brazil,2020-03-11,52,0
Brazil,2020-03-12,77,0
Brazil,2020-03-13,151,0
Brazil,2020-03-14,151,0
Brazil,2020-03-15,200,0
Brazil,2020-03-16,234,0
Brazil,2020-03-17,346,1
Brazil,2020-03-18,529,4
Brazil,2020-03-19,640,7
Brazil,2020-03-20,970,11
Brazil,2020-03-21,1178,18
Brazil,2020-03-22,1546,25
Brazil,2020-03-23,1924,34
Brazil,2020-03-24,2247,46
Brazil,2020-03-25,2554,59
Brazil,2020-03-26,2985,77
Brazil,2020-03-27,3417,92
Brazil,2020-03-28,3904,114
Brazil,2020-03-29,4256,136
Brazil,2020-03-30,4630,163
Brazil,2020-03-31,5717,201
Brazil,2020-04-01,6880,242
Brazil,2020-04-02,8044,324
Brazil,2020-04-03,9194,363
Brazil,2020-04-04,10360,445
Brazil,2020-04-05,11254,486
Brazil,2020-04-06,12183,564
Brazil,2020-04-07,14034,686
Brazil,2020-04-08,16188,820
Brazil,2020-04-09,18145,954
Brazil,2020-04-10,19789,1068
Brazil,2020-04-11,20962,1140
Brazil,2020-04-12,22192,1223
Brazil,2020-04-13,23430,1328
Brazil,2020-04-14,25262,1532
Brazil,2020-04-15,28610,1757
Canada,2020-02-15,8,0
Canada,2020-02-16,8,0
Canada,2020-02-17,8,0
Canada,2020-02-18,8,0
Canada,2020-02-19,8,0
Canada,2020-02-20,8,0
Canada,2020-02-21,9,0
Canada,2020-02-22,9,0
Canada,2020-02-23,10,0
Canada,2020-02-24,11,0
Canada,2020-02-25,11,0
Canada,2020-02-26,12,0
Canada,2020-02-27,14,0
Canada,2020-02-28,15,0
Canada,2020-02-29,20,0
Canada,2020-03-01,24,0
Canada,2020-03-02,27,0
Canada,2020-03-03,30,0
Canada,2020-03-04,34,0
Canada,2020-03-05,37,0
Canada,2020-03-06,54,0
Canada,2020-03-07,60,0
Canada,2020-03-08,66,0
Canada,2020-03-09,77,1
Canada,2020-03-10,95,1
Canada,2020-03-11,110,1
Canada,2020-03-12,142,1
Canada,2020-03-13,198,1
Canada,2020-03-14,252,1
Canada,2020-03-15,341,1
Canada,2020-03-16,441,4
Canada,2020-03-17,598,8
Canada,2020-03-18,727,9
Canada,2020-03-19,873,12
Canada,2020-03-20,1087,12
Canada,2020-03-21,1328,19
Canada,2020-03-22,1470,20
Canada,2020-03-23,2091,24
Canada,2020-03-24,2792,26
Canada,2020-03-25,3409,36
Canada,2020-03-26,4043,39
Canada,2020-03-27,4757,55
Canada,2020-03-28,5655,60
Canada,2020-03-29,6320,65
Canada,2020-03-30,7448,89
Canada,2020-03-31,8612,101
Canada,2020-04-01,9731,114
Canada,2020-04-02,11283,173
Canada,2020-04-03,12375,208
Canada,2020-04-04,13912,231
Canada,2020-04-05,15512,280
Canada,2020-04-06,16667,323
Canada,2020-04-07,17897,381
Canada,2020-04-08,19438,427
Canada,2020-04-09,20765,509
Canada,2020-04-10,22148,569
Canada,2020-04-11,23318,653
Canada,2020-04-12,24383,717
Canada,2020-04-13,25680,780
Canada,2020-04-14,27063,903
Canada,2020-04-15,28379,1010
Chile,2020-02-15,0,0
Chile,2020-02-16,0,0
Chile,2020-02-17,0,0
Chile,2020-02-18,0,0
Chile,2020-02-19,0,0
Chile,2020-02-20,0,0
Chile,2020-02-21,0,0
Chile,2020-02-22,0,0
Chile,2020-02-23,0,0
Chile,2020-02-24,0,0
Chile,2020-02-25,0,0
Chile,2020-02-26,0,0
Chile,2020-02-27,0,0
Chile,2020-02-28,0,0
Chile,2020-02-29,0,0
Chile,2020-03-01,0,0
Chile,2020-03-02,0,0
Chile,2020-03-03,1,0
Chile,2020-03-04,3,0
Chile,2020-03-05,4,0
Chile,2020-03-06,5,0
Chile,2020-03-07,7,0
Chile,2020-03-08,10,0
Chile,2020-03-09,13,0
Chile,2020-03-10,17,0
Chile,2020-03-11,23,0
Chile,2020-03-12,33,0
Chile,2020-03-13,43,0
Chile,2020-03-14,61,0
