Country,Date,TotalCases,TotalDeaths
Canada,2020-02-20,8,0
Canada,2020-02-21,9,0
Canada,2020-02-22,9,0
Canada,2020-02-23,10,0
Canada,2020-02-24,11,0
Canada,2020-02-25,11,0
Canada,2020-02-26,12,0
Canada,2020-02-27,14,0
Canada,2020-02-28,15,0
Canada,2020-02-29,20,0
Canada,2020-03-01,24,0
Canada,2020-03-02,27,0
Canada,2020-03-03,30,0
Canada,2020-03-04,34,0
Canada,2020-03-05,37,0
Canada,2020-03-06,54,0
Canada,2020-03-07,60,0
Canada,2020-03-08,66,0
Canada,2020-03-09,77,1
Canada,2020-03-10,95,1
Canada,2020-03-11,110,1
Canada,2020-03-12,142,1
Canada,2020-03-13,198,1
Canada,2020-03-14,252,1
Canada,2020-03-15,341,1
Canada,2020-03-16,441,4
Canada,2020-03-17,598,8
Canada,2020-03-18,727,9
Canada,2020-03-19,873,12
Canada,2020-03-20,1087,12
Canada,2020-03-21,1328,19
Canada,2020-03-22,1470,20
Canada,2020-03-23,2091,24
Canada,2020-03-24,2792,26
Canada,2020-03-25,3409,36
Canada,2020-03-26,4043,39
Canada,2020-03-27,4757,55
Canada,2020-03-28,5655,60
Canada,2020-03-29,6320,65
Canada,2020-03-30,7448,89
Canada,2020-03-31,8612,101
Canada,2020-04-01,9731,114
Canada,2020-04-02,11283,173
Canada,2020-04-03,12375,208
Canada,2020-04-04,13912,231
Canada,2020-04-05,15512,280
Canada,2020-04-06,16667,323
Canada,2020-04-07,17897,381
Canada,2020-04-08,19438,427
Canada,2020-04-09,20765,509
Canada,2020-04-10,22148,569
Canada,2020-04-11,23318,653
