Country,Date,Continent,TotalCases,TotalDeaths
Bosnia and Herzegovina,2020-05-25,Europe,2406,146
Bosnia and Herzegovina,2020-05-26,Europe,2416,149
Bosnia and Herzegovina,2020-05-27,Europe,2435,151
Bosnia and Herzegovina,2020-05-28,Europe,2462,153
Bosnia and Herzegovina,2020-05-29,Europe,2485,153
Bosnia and Herzegovina,2020-05-30,Europe,2494,153
Bosnia and Herzegovina,2020-05-31,Europe,2510,153
Bosnia and Herzegovina,2020-06-01,Europe,2524,154
Bosnia and Herzegovina,2020-06-02,Europe,2535,157
Bosnia and Herzegovina,2020-06-03,Europe,2551,157
Bosnia and Herzegovina,2020-06-04,Europe,2594,159
Bosnia and Herzegovina,2020-06-05,Europe,2606,159
Brazil,2020-02-15,South America,0,0
Brazil,2020-02-16,South America,0,0
Brazil,2020-02-17,South America,0,0
Brazil,2020-02-18,South America,0,0
Brazil,2020-02-19,South America,0,0
Brazil,2020-02-20,South America,0,0
Brazil,2020-02-21,South America,0,0
Brazil,2020-02-22,South America,0,0
Brazil,2020-02-23,South America,0,0
Brazil,2020-02-24,South America,0,0
Brazil,2020-02-25,South America,1,0
Brazil,2020-02-26,South America,1,0
Brazil,2020-02-27,South America,1,0
Brazil,2020-02-28,South America,1,0
Brazil,2020-02-29,South America,2,0
Brazil,2020-03-01,South America,2,0
Brazil,2020-03-02,South America,2,0
Brazil,2020-03-03,South America,2,0
Brazil,2020-03-04,South America,3,0
Brazil,2020-03-05,South America,8,0
Brazil,2020-03-06,South America,13,0
Brazil,2020-03-07,South America,19,0
Brazil,2020-03-08,South America,25,0
Brazil,2020-03-09,South America,25,0
Brazil,2020-03-10,South America,34,0
Brazil,2020-03-11,South America,52,0
Brazil,2020-03-12,South America,77,0
Brazil,2020-03-13,South America,151,0
Brazil,2020-03-14,South America,151,0
Brazil,2020-03-15,South America,200,0
Brazil,2020-03-16,South America,234,0
Brazil,2020-03-17,South America,346,1
Brazil,2020-03-18,South America,529,4
Brazil,2020-03-19,South America,640,7
Brazil,2020-03-20,South America,970,11
Brazil,2020-03-21,South America,1178,18
Brazil,2020-03-22,South America,1546,25
Brazil,2020-03-23,South America,1924,34
Brazil,2020-03-24,South America,2247,46
Brazil,2020-03-25,South America,2554,59
Brazil,2020-03-26,South America,2985,77
Brazil,2020-03-27,South America,3417,92
Brazil,2020-03-28,South America,3904,114
Brazil,2020-03-29,South America,4256,136
Brazil,2020-03-30,South America,4630,163
Brazil,2020-03-31,South America,5717,201
Brazil,2020-04-01,South America,6880,242
Brazil,2020-04-02,South America,8044,324
Brazil,2020-04-03,South America,9194,363
Brazil,2020-04-04,South America,10360,445
Brazil,2020-04-05,South America,11254,486
Brazil,2020-04-06,South America,12183,564
Brazil,2020-04-07,South America,14034,686
Brazil,2020-04-08,South America,16188,820
Brazil,2020-04-09,South America,18145,954
Brazil,2020-04-10,South America,19789,1068
Brazil,2020-04-11,South America,20962,1140
Brazil,2020-04-12,South America,22192,1223
Brazil,2020-04-13,South America,23430,1328
Brazil,2020-04-14,South America,25262,1532
Brazil,2020-04-15,South America,28610,1757
Brazil,2020-04-16,South America,30683,1947
Brazil,2020-04-17,South America,33682,2141
Brazil,2020-04-18,South America,36722,2361
Brazil,2020-04-19,South America,38654,2462
Brazil,2020-04-20,South America,40743,2587
Brazil,2020-04-21,South America,43079,2741
Brazil,2020-04-22,South America,45757,2906
Brazil,2020-04-23,South America,49492,3313
Brazil,2020-04-24,South America,52995,3670
Brazil,2020-04-25,South America,59196,4045
Brazil,2020-04-26,South America,62859,4271
Brazil,2020-04-27,South America,66501,4543
Brazil,2020-04-28,South America,72899,5063
Brazil,2020-04-29,South America,79361,5511
Brazil,2020-04-30,South America,85380,5901
Brazil,2020-05-01,South America,92109,6410
Brazil,2020-05-02,South America,96559,6750
Brazil,2020-05-03,South America,101147,7025
Brazil,2020-05-04,South America,108266,7343
Brazil,2020-05-05,South America,114715,7921
Brazil,2020-05-06,South America,126611,8588
Brazil,2020-05-07,South America,135693,9188
Brazil,2020-05-08,South America,145892,9992
Brazil,2020-05-09,South America,156061,10656
Brazil,2020-05-10,South America,162699,11123
Brazil,2020-05-11,South America,169143,11625
Brazil,2020-05-12,South America,177602,12404
Brazil,2020-05-13,South America,189157,13158
Brazil,2020-05-14,South America,202918,13993
Brazil,2020-05-15,South America,218223,14817
Brazil,2020-05-16,South America,233142,15633
Brazil,2020-05-17,South America,241080,16118
Brazil,2020-05-18,South America,255368,16853
Brazil,2020-05-19,South America,271885,17983
Brazil,2020-05-20,South America,293357,18894
Brazil,2020-05-21,South America,310921,20082
Brazil,2020-05-22,South America,330890,21048
Brazil,2020-05-23,South America,347398,22013
Brazil,2020-05-24,South America,363618,22716
Brazil,2020-05-25,South America,376669,23522
Brazil,2020-05-26,South America,392360,24549
Brazil,2020-05-27,South America,414661,25697
Brazil,2020-05-28,South America,438812,26764
Brazil,2020-05-29,South America,468338,27944
Brazil,2020-05-30,South America,498440,28834
Brazil,2020-05-31,South America,514849,29314
Brazil,2020-06-01,South America,529405,30046
Brazil,2020-06-02,South America,556668,31278
Brazil,2020-06-03,South America,583980,32547
Brazil,2020-06-04,South America,615870,34039
Brazil,2020-06-05,South America,646006,35047
Bulgaria,2020-02-15,Europe,0,0
Bulgaria,2020-02-16,Europe,0,0
Bulgaria,2020-02-17,Europe,0,0
Bulgaria,2020-02-18,Europe,0,0
Bulgaria,2020-02-19,Europe,0,0
Bulgaria,2020-02-20,Europe,0,0
Bulgaria,2020-02-21,Europe,0,0
Bulgaria,2020-02-22,Europe,0,0
Bulgaria,2020-02-23,Europe,0,0
Bulgaria,2020-02-24,Europe,0,0
Bulgaria,2020-02-25,Europe,0,0
Bulgaria,2020-02-26,Europe,0,0
Bulgaria,2020-02-27,Europe,0,0
Bulgaria,2020-02-28,Europe,0,0
Bulgaria,2020-02-29,Europe,0,0
Bulgaria,2020-03-01,Europe,0,0
Bulgaria,2020-03-02,Europe,0,0
Bulgaria,2020-03-03,Europe,0,0
Bulgaria,2020-03-04,Europe,0,0
Bulgaria,2020-03-05,Europe,0,0
Bulgaria,2020-03-06,Europe,0,0
Bulgaria,2020-03-07,Europe,2,0
Bulgaria,2020-03-08,Europe,4,0
Bulgaria,2020-03-09,Europe,4,0
Bulgaria,2020-03-10,Europe,6,0
Bulgaria,2020-03-11,Europe,7,1
Bulgaria,2020-03-12,Europe,23,1
Bulgaria,2020-03-13,Europe,31,1
Bulgaria,2020-03-14,Europe,41,2
Bulgaria,2020-03-15,Europe,51,2
Bulgaria,2020-03-16,Europe,62,2
Bulgaria,2020-03-17,Europe,81,2
Bulgaria,2020-03-18,Europe,92,2
Bulgaria,2020-03-19,Europe,107,3
Bulgaria,2020-03-20,Europe,127,3
Bulgaria,2020-03-21,Europe,163,3
Bulgaria,2020-03-22,Europe,187,3
Bulgaria,2020-03-23,Europe,201,3
Bulgaria,2020-03-24,Europe,218,3
Bulgaria,2020-03-25,Europe,242,3
Bulgaria,2020-03-26,Europe,264,3
Bulgaria,2020-03-27,Europe,293,3
Bulgaria,2020-03-28,Europe,331,7
Bulgaria,2020-03-29,Europe,346,8
Bulgaria,2020-03-30,Europe,359,8
Bulgaria,2020-03-31,Europe,399,8
Bulgaria,2020-04-01,Europe,422,10
Bulgaria,2020-04-02,Europe,457,10
Bulgaria,2020-04-03,Europe,485,14
Bulgaria,2020-04-04,Europe,503,17
Bulgaria,2020-04-05,Europe,531,20
Bulgaria,2020-04-06,Europe,549,22
Bulgaria,2020-04-07,Europe,577,23
Bulgaria,2020-04-08,Europe,593,24
Bulgaria,2020-04-09,Europe,618,24
Bulgaria,2020-04-10,Europe,635,25
Bulgaria,2020-04-11,Europe,661,28
Bulgaria,2020-04-12,Europe,675,29
Bulgaria,2020-04-13,Europe,685,32
Bulgaria,2020-04-14,Europe,713,35
Bulgaria,2020-04-15,Europe,747,36
Bulgaria,2020-04-16,Europe,800,38
Bulgaria,2020-04-17,Europe,846,41
Bulgaria,2020-04-18,Europe,878,41
Bulgaria,2020-04-19,Europe,894,42
Bulgaria,2020-04-20,Europe,929,43
Bulgaria,2020-04-21,Europe,975,45
Bulgaria,2020-04-22,Europe,1024,49
Bulgaria,2020-04-23,Europe,1097,52
Bulgaria,2020-04-24,Europe,1188,54
Bulgaria,2020-04-25,Europe,1247,55
Bulgaria,2020-04-26,Europe,1300,56
Bulgaria,2020-04-27,Europe,1363,58
Bulgaria,2020-04-28,Europe,1399,58
Bulgaria,2020-04-29,Europe,1447,64
Bulgaria,2020-04-30,Europe,1506,66
Bulgaria,2020-05-01,Europe,1555,68
Bulgaria,2020-05-02,Europe,1594,72
Bulgaria,2020-05-03,Europe,1618,73
Bulgaria,2020-05-04,Europe,1652,78
Bulgaria,2020-05-05,Europe,1704,80
Bulgaria,2020-05-06,Europe,1778,84
Bulgaria,2020-05-07,Europe,1829,84
Bulgaria,2020-05-08,Europe,1872,86
Bulgaria,2020-05-09,Europe,1921,90
Bulgaria,2020-05-10,Europe,1965,91
Bulgaria,2020-05-11,Europe,1990,93
Bulgaria,2020-05-12,Europe,2023,95
Bulgaria,2020-05-13,Europe,2069,96
Bulgaria,2020-05-14,Europe,2100,99
Bulgaria,2020-05-15,Europe,2138,102
Bulgaria,2020-05-16,Europe,2175,105
Bulgaria,2020-05-17,Europe,2211,108
Bulgaria,2020-05-18,Europe,2235,110
Bulgaria,2020-05-19,Europe,2259,112
Bulgaria,2020-05-20,Europe,2292,116
Bulgaria,2020-05-21,Europe,2331,120
Bulgaria,2020-05-22,Europe,2372,125
Bulgaria,2020-05-23,Europe,2408,126
Bulgaria,2020-05-24,Europe,2427,130
Bulgaria,2020-05-25,Europe,2433,130
Bulgaria,2020-05-26,Europe,2443,130
Bulgaria,2020-05-27,Europe,2460,133
Bulgaria,2020-05-28,Europe,2477,134
Bulgaria,2020-05-29,Europe,2485,136
Bulgaria,2020-05-30,Europe,2499,139
Bulgaria,2020-05-31,Europe,2513,140
Bulgaria,2020-06-01,Europe,2519,140
Bulgaria,2020-06-02,Europe,2538,144
Bulgaria,2020-06-03,Europe,2560,146
Bulgaria,2020-06-04,Europe,2593,159
Bulgaria,2020-06-05,Europe,2627,159
CAR,2020-02-15,Africa,0,0
CAR,2020-02-16,Africa,0,0
CAR,2020-02-17,Africa,0,0
CAR,2020-02-18,Africa,0,0
CAR,2020-02-19,Africa,0,0
CAR,2020-02-20,Africa,0,0
CAR,2020-02-21,Africa,0,0
CAR,2020-02-22,Africa,0,0
CAR,2020-02-23,Africa,0,0
CAR,2020-02-24,Africa,0,0
CAR,2020-02-25,Africa,0,0
CAR,2020-02-26,Africa,0,0
CAR,2020-02-27,Africa,0,0
CAR,2020-02-28,Africa,0,0
CAR,2020-02-29,Africa,0,0
CAR,2020-03-01,Africa,0,0
CAR,2020-03-02,Africa,0,0
CAR,2020-03-03,Africa,0,0
CAR,2020-03-04,Africa,0,0
CAR,2020-03-05,Africa,0,0
CAR,2020-03-06,Africa,0,0
CAR,2020-03-07,Africa,0,0
CAR,2020-03-08,Africa,0,0
CAR,2020-03-09,Africa,0,0
CAR,2020-03-10,Africa,0,0
CAR,2020-03-11,Africa,0,0
CAR,2020-03-12,Africa,0,0
CAR,2020-03-13,Africa,0,0
CAR,2020-03-14,Africa,0,0
CAR,2020-03-15,Africa,1,0
CAR,2020-03-16,Africa,1,0
CAR,2020-03-17,Africa,1,0
CAR,2020-03-18,Africa,1,0
CAR,2020-03-19,Africa,1,0
CAR,2020-03-20,Africa,3,0
CAR,2020-03-21,Africa,3,0
CAR,2020-03-22,Africa,3,0
CAR,2020-03-23,Africa,3,0
CAR,2020-03-24,Africa,3,0
CAR,2020-03-25,Africa,3,0
CAR,2020-03-26,Africa,3,0
CAR,2020-03-27,Africa,3,0
CAR,2020-03-28,Africa,3,0
CAR,2020-03-29,Africa,3,0
CAR,2020-03-30,Africa,3,0
CAR,2020-03-31,Africa,3,0
CAR,2020-04-01,Africa,3,0
CAR,2020-04-02,Africa,3,0
CAR,2020-04-03,Africa,8,0
CAR,2020-04-04,Africa,8,0
CAR,2020-04-05,Africa,8,0
CAR,2020-04-06,Africa,8,0
CAR,2020-04-07,Africa,8,0
CAR,2020-04-08,Africa,8,0
CAR,2020-04-09,Africa,8,0
CAR,2020-04-10,Africa,8,0
CAR,2020-04-11,Africa,8,0
CAR,2020-04-12,Africa,8,0
CAR,2020-04-13,Africa,11,0
CAR,2020-04-14,Africa,11,0
CAR,2020-04-15,Africa,12,0
CAR,2020-04-16,Africa,12,0
CAR,2020-04-17,Africa,12,0
CAR,2020-04-18,Africa,12,0
CAR,2020-04-19,Africa,12,0
CAR,2020-04-20,Africa,12,0
CAR,2020-04-21,Africa,14,0
CAR,2020-04-22,Africa,16,0
CAR,2020-04-23,Africa,16,0
CAR,2020-04-24,Africa,16,0
CAR,2020-04-25,Africa,16,0
CAR,2020-04-26,Africa,41,0
CAR,2020-04-27,Africa,50,0
CAR,2020-04-28,Africa,50,0
CAR,2020-04-29,Africa,50,0
CAR,2020-04-30,Africa,50,0
CAR,2020-05-01,Africa,72,0
CAR,2020-05-02,Africa,72,0
CAR,2020-05-03,Africa,72,0
CAR,2020-05-04,Africa,85,0
CAR,2020-05-05,Africa,85,0
CAR,2020-05-06,Africa,94,0
CAR,2020-05-07,Africa,94,0
CAR,2020-05-08,Africa,143,0
CAR,2020-05-09,Africa,143,0
CAR,2020-05-10,Africa,143,0
CAR,2020-05-11,Africa,143,0
CAR,2020-05-12,Africa,143,0
CAR,2020-05-13,Africa,143,0
CAR,2020-05-14,Africa,143,0
CAR,2020-05-15,Africa,301,0
CAR,2020-05-16,Africa,327,0
CAR,2020-05-17,Africa,327,0
CAR,2020-05-18,Africa,327,0
CAR,2020-05-19,Africa,366,0
CAR,2020-05-20,Africa,418,0
CAR,2020-05-21,Africa,436,0
CAR,2020-05-22,Africa,479,0
CAR,2020-05-23,Africa,552,1
CAR,2020-05-24,Africa,604,1
CAR,2020-05-25,Africa,652,1
CAR,2020-05-26,Africa,671,1
CAR,2020-05-27,Africa,702,1
CAR,2020-05-28,Africa,755,1
CAR,2020-05-29,Africa,874,1
CAR,2020-05-30,Africa,962,1
CAR,2020-05-31,Africa,1011,2
CAR,2020-06-01,Africa,1069,4
CAR,2020-06-02,Africa,1069,4
CAR,2020-06-03,Africa,1173,4
CAR,2020-06-04,Africa,1288,4
CAR,2020-06-05,Africa,1451,4
Cameroon,2020-02-15,Africa,0,0
Cameroon,2020-02-16,Africa,0,0
Cameroon,2020-02-17,Africa,0,0
Cameroon,2020-02-18,Africa,0,0
Cameroon,2020-02-19,Africa,0,0
Cameroon,2020-02-20,Africa,0,0
Cameroon,2020-02-21,Africa,0,0
Cameroon,2020-02-22,Africa,0,0
Cameroon,2020-02-23,Africa,0,0
Cameroon,2020-02-24,Africa,0,0
Cameroon,2020-02-25,Africa,0,0
Cameroon,2020-02-26,Africa,0,0
Cameroon,2020-02-27,Africa,0,0
Cameroon,2020-02-28,Africa,0,0
Cameroon,2020-02-29,Africa,0,0
Cameroon,2020-03-01,Africa,0,0
Cameroon,2020-03-02,Africa,0,0
Cameroon,2020-03-03,Africa,0,0
Cameroon,2020-03-04,Africa,0,0
Cameroon,2020-03-05,Africa,0,0
Cameroon,2020-03-06,Africa,2,0
Cameroon,2020-03-07,Africa,2,0
Cameroon,2020-03-08,Africa,2,0
Cameroon,2020-03-09,Africa,2,0
Cameroon,2020-03-10,Africa,2,0
Cameroon,2020-03-11,Africa,2,0
Cameroon,2020-03-12,Africa,2,0
Cameroon,2020-03-13,Africa,2,0
Cameroon,2020-03-14,Africa,3,0
Cameroon,2020-03-15,Africa,4,0
Cameroon,2020-03-16,Africa,5,0
Cameroon,2020-03-17,Africa,10,0
Cameroon,2020-03-18,Africa,13,0
Cameroon,2020-03-19,Africa,13,0
Cameroon,2020-03-20,Africa,27,0
Cameroon,2020-03-21,Africa,40,0
Cameroon,2020-03-22,Africa,40,0
Cameroon,2020-03-23,Africa,56,0
Cameroon,2020-03-24,Africa,66,1
Cameroon,2020-03-25,Africa,75,1
Cameroon,2020-03-26,Africa,75,1
Cameroon,2020-03-27,Africa,91,2
Cameroon,2020-03-28,Africa,91,2
Cameroon,2020-03-29,Africa,139,6
Cameroon,2020-03-30,Africa,139,6
Cameroon,2020-03-31,Africa,193,6
Cameroon,2020-04-01,Africa,233,6
Cameroon,2020-04-02,Africa,306,7
Cameroon,2020-04-03,Africa,509,8
Cameroon,2020-04-04,Africa,555,9
Cameroon,2020-04-05,Africa,650,9
Cameroon,2020-04-06,Africa,658,9
Cameroon,2020-04-07,Africa,685,9
Cameroon,2020-04-08,Africa,730,10
Cameroon,2020-04-09,Africa,803,12
Cameroon,2020-04-10,Africa,820,12
Cameroon,2020-04-11,Africa,820,12
Cameroon,2020-04-12,Africa,820,12
Cameroon,2020-04-13,Africa,848,12
Cameroon,2020-04-14,Africa,848,14
Cameroon,2020-04-15,Africa,848,17
Cameroon,2020-04-16,Africa,996,22
Cameroon,2020-04-17,Africa,996,22
Cameroon,2020-04-18,Africa,1017,42
Cameroon,2020-04-19,Africa,1017,42
Cameroon,2020-04-20,Africa,1163,42
Cameroon,2020-04-21,Africa,1163,43
Cameroon,2020-04-22,Africa,1163,43
Cameroon,2020-04-23,Africa,1334,43
Cameroon,2020-04-24,Africa,1430,43
Cameroon,2020-04-25,Africa,1518,53
Cameroon,2020-04-26,Africa,1621,56
Cameroon,2020-04-27,Africa,1705,58
Cameroon,2020-04-28,Africa,1705,58
Cameroon,2020-04-29,Africa,1832,61
Cameroon,2020-04-30,Africa,1832,61
Cameroon,2020-05-01,Africa,1832,61
Cameroon,2020-05-02,Africa,2077,64
Cameroon,2020-05-03,Africa,2077,64
Cameroon,2020-05-04,Africa,2104,64
Cameroon,2020-05-05,Africa,2104,64
Cameroon,2020-05-06,Africa,2265,108
Cameroon,2020-05-07,Africa,2267,108
Cameroon,2020-05-08,Africa,2267,108
Cameroon,2020-05-09,Africa,2274,108
Cameroon,2020-05-10,Africa,2579,114
Cameroon,2020-05-11,Africa,2689,125
Cameroon,2020-05-12,Africa,2689,125
Cameroon,2020-05-13,Africa,2800,136
Cameroon,2020-05-14,Africa,2954,139
Cameroon,2020-05-15,Africa,2954,139
Cameroon,2020-05-16,Africa,3105,140
Cameroon,2020-05-17,Africa,3105,140
Cameroon,2020-05-18,Africa,3529,140
Cameroon,2020-05-19,Africa,3529,140
Cameroon,2020-05-20,Africa,3733,146
Cameroon,2020-05-21,Africa,4288,156
Cameroon,2020-05-22,Africa,4400,159
Cameroon,2020-05-23,Africa,4400,159
Cameroon,2020-05-24,Africa,4890,165
Cameroon,2020-05-25,Africa,4890,165
Cameroon,2020-05-26,Africa,5436,175
Cameroon,2020-05-27,Africa,5436,175
Cameroon,2020-05-28,Africa,5436,175
Cameroon,2020-05-29,Africa,5436,177
Cameroon,2020-05-30,Africa,5904,191
Cameroon,2020-05-31,Africa,5904,191
Cameroon,2020-06-01,Africa,6397,199
Cameroon,2020-06-02,Africa,6585,200
Cameroon,2020-06-03,Africa,6585,200
Cameroon,2020-06-04,Africa,6789,203
Cameroon,2020-06-05,Africa,7392,205
Canada,2020-01-20,North America,0,0
Canada,2020-01-21,North America,0,0
Canada,2020-01-22,North America,0,0
Canada,2020-01-23,North America,0,0
Canada,2020-01-24,North America,0,0
Canada,2020-01-25,North America,0,0
Canada,2020-01-26,North America,1,0
Canada,2020-01-27,North America,2,0
Canada,2020-01-28,North America,3,0
Canada,2020-01-29,North America,3,0
Canada,2020-01-30,North America,3,0
Canada,2020-01-31,North America,4,0
Canada,2020-02-01,North America,4,0
Canada,2020-02-02,North America,4,0
Canada,2020-02-03,North America,4,0
Canada,2020-02-04,North America,5,0
Canada,2020-02-05,North America,5,0
Canada,2020-02-06,North America,7,0
Canada,2020-02-07,North America,7,0
Canada,2020-02-08,North America,7,0
Canada,2020-02-09,North America,7,0
Canada,2020-02-10,North America,7,0
Canada,2020-02-11,North America,7,0
Canada,2020-02-12,North America,7,0
Canada,2020-02-13,North America,7,0
Canada,2020-02-14,North America,7,0
Canada,2020-02-15,North America,8,0
Canada,2020-02-16,North America,8,0
Canada,2020-02-17,North America,8,0
Canada,2020-02-18,North America,8,0
